video_id,title,ideology,topic,ideology_confidence,topic_confidence,reason,ideology_oldNO_Match,
WGMgp8sup0w,The Nth Room case: The Making of a Monster [Documentary on online sex crime in Korea],feminism,sexual_violence,high,high,"The documentary addresses a significant issue of digital sex crimes and exploitation, aligning with feminist discourse on sexual violence and the need for societal change.",feminism,
yEN0bu8EoQY,까칠 남녀 - 2018 페미니즘- 당신도 페미니스트인가요?_#002,feminism,gender_conflict_discourse,high,high,"The video discusses feminism and gender equality issues, indicating a clear support for feminist ideas and addressing societal gender discrimination.",feminism,
9GNmfVnZEAY,"(Kor, Hi, Jpn) 왜 어떤 아름다움은 불편할까요? | 임현주 MBC 아나운서@임아나 채널  | 외모 다이어트 자존감 넥타이 안경 | 세바시 1227회",feminism,beauty_norms_grooming,high,high,"The video discusses the pressures and expectations surrounding beauty standards and personal autonomy in choosing one's own beauty, aligning with feminist themes.",feminism,
zGghfKiwfD4,이대남 이대녀 [풀영상] | 창 408회 (KBS 23.03.07),neutral,electoral_generational_conflict,high,high,The video discusses the differing political opinions of young men and women in the context of the 2022 election without taking a clear ideological stance.,neutral,
itk5BjARJKU,Korea’s Worst Victim-Blaming Case | Miryang Group Assault,feminism,sexual_violence,high,high,"The video discusses a notorious case of gang rape, highlighting victim-blaming and the need for awareness around sexual violence, which aligns with feminist discourse.",feminism,
42UKZmG0sr8,Crushed to Death Just for Being Late to School｜Ryoko Ishida Case,neutral,other,high,high,The video discusses a true crime case without engaging in gender-related discourse or ideological positions on gender issues.,neutral,
OCN-dd5J1lE,Resistance through no sex: The 4B movement in South Korea | DW Documentary,feminism,gender_conflict_discourse,high,high,"The video discusses the 4B movement as a radical rejection of patriarchal norms, highlighting women's independence and the backlash from men, which aligns with feminist discourse.",feminism,
cYuFnDyARBw,"(Kor, Chi) 차별은 비용을 치른다 | 손아람 작가 | 까칠남녀 강의 강연 영상 듣기 말하는대로 | 세바시 848회",anti_feminism,gender_conflict_discourse,high,high,"The video discusses the concept of reverse discrimination faced by men, which aligns with anti-feminist narratives that criticize gender equality efforts and highlight male grievances.",anti_feminism,
qxpADsuaTWM,A shocking Japanese college club created to gang assault girls｜Super Free Incident,feminism,sexual_violence,high,high,"The video discusses the shocking case of sexual assault and emphasizes support for survivors, aligning with feminist advocacy against sexual violence.",feminism,
wtE9cbwaBnE,Why ‘ordinary men’ commit violence against women,feminism,sexual_violence,high,high,"The video discusses violence against women, consent, and the societal implications of male behavior, aligning with feminist discourse on sexual violence.",feminism,
9En5_6GmW08,"처음 공개하는 이야기, 구혜선이 뛰어내리자마자 들었던 생각 | 구혜선 배우 | 금잔디, 동기부여, 부정의힘 | 세바시 2080회",neutral,other,high,high,The video discusses personal experiences and motivations of the speaker without a clear stance on gender-related issues.,neutral,
2ZbP07vpt6U,"결국 사과한 동탄 경찰, 감춰진 사건의 진실 (f.허민숙 입법조사관)",neutral,sexual_violence,medium,high,"The video discusses a crime related to intimate relationships, which falls under sexual violence, but does not explicitly advocate for or against any ideology.",neutral,
ql-JWAneeyw,취재가 시작되니 비로소 잘못을 고치는 국가 기관들… 스토킹 피해자 된 여성 기자가 직접 밝히는 참담한 현실 ㅣ 이슈전파사 곽아람 스페셜 5월 22일 방송,feminism,sexual_violence,high,high,"The video discusses the realities faced by a female journalist who has become a victim of stalking, highlighting issues related to victimization and the response of state institutions, which aligns with feminist discourse on sexual violence.",feminism,
Nxd9bhSEBMI,'어쩌다 부모는 싫다' 요즘 애들이 결혼 안하는 이유│결혼 안 하는 걸까 못하는 걸까?│#결혼 #비혼 #출산 #저출산 #인구감소 #인생 #MZ세대│다큐프라임│#골라듄다큐,neutral,dating_marriage,high,high,"The video discusses the reasons behind the declining marriage and birth rates among the MZ generation, presenting various perspectives without a clear ideological stance.",neutral,
yO-ZqRmNAG0,"""엄마..빨리 앞으로 와줘"" 재판받다 뒤집어진 이유 [뉴스.zip/MBC뉴스]",neutral,sexual_violence,medium,high,"The video discusses a legal case related to dating violence, which falls under the topic of sexual violence. The ideology is neutral as it presents news content without a clear stance on gender-related issues.",neutral,
qPIEdFxVsrg,"""무서워서 연애 못해""…교제 폭력 우려에 '안전 이별' 대행까지 / SBS / 뉴블더",feminism,sexual_violence,high,high,"The video discusses the alarming rise in dating violence and its consequences, highlighting societal concerns and advocating for awareness and change, which aligns with feminist discourse on addressing violence against women.",feminism,
5FOC-0P0UMw,"목줄을 끊으려는 여성들에게(To Women Breaking Shackles) - The Korean Feminist Movement: ""Tal-Corset""",feminism,beauty_norms_grooming,high,high,"The video discusses a feminist movement that challenges societal norms of femininity, aligning with feminist ideology and focusing on beauty standards.",feminism,
PtnQK89YTVw,"아기전면책장 추천! 심플룸, 루나스토리, 파라노마, 양지가구 비교",neutral,other,high,high,"The video discusses children's bookshelves and product recommendations, which are unrelated to gender-related discourse.",neutral,
H_UCGo-pwWE,죽어도 안 바뀌는 법을 먹고 자란 N번방 (ENG SUB) | 씨리얼 사회탐구,feminism,sexual_violence,high,high,"The video discusses the Nth room incident, a significant case of digital sexual crimes, and emphasizes the need to address women's sexual objectification and support victims, aligning with feminist principles.",feminism,
L691qyuoONU,자식 때문에 페미니즘 공부하는 엄마들을 모아보았다,feminism,other,high,medium,"The video discusses mothers studying feminism for personal growth and to prevent their children from experiencing gender-related issues, aligning with feminist ideals. However, the topic is broader and not strictly focused on a specific gender-related discourse.",feminism,
rkWe3cfdPpk,왜 남자는 해도 되고 여자는 안돼? [나불편 ep.3],feminism,gender_conflict_discourse,high,high,"The video discusses gender discrimination in entertainment, highlighting the different societal expectations for male and female celebrities, which aligns with feminist discourse on gender equality.",feminism,
sa6SU6XtlSY,[레이바 EP5] #미투 기사 악플 읽기,anti_feminism,sexual_violence,high,high,"The video discusses negative comments about women speaking out on past sexual assault cases, reflecting an anti-feminist stance by criticizing women's voices in the #MeToo movement.",anti_feminism,
S7e8C7fwwkg,제발 애 낳지 마세요 [아주다양한문제들],anti_feminism,dating_marriage,high,high,"The title and description suggest a strong opposition to having children, which aligns with anti-feminist narratives that criticize societal pressures on family and motherhood.",anti_feminism,
_kTVkpDqwhs,저출산이 문제란 말에 여자들이 공감 안 가는 이유 ...  | 세탁소의 여자들 #3,feminism,dating_marriage,high,high,"The video discusses how women's bodies have been controlled by state needs, which aligns with feminist discourse on women's autonomy and societal expectations regarding reproduction and marriage.",feminism,
VFVEkeNgFlI,"[100분토론] 남혐vs여혐, 혐오 수위는 왜 높아져갈까? (2018. 7. 24.)",neutral,gender_conflict_discourse,medium,high,"The title suggests a discussion on gender-based hatred, which can encompass both feminist and anti-feminist perspectives, making the ideology ambiguous. The topic clearly relates to gender conflict discourse.",ambiguous,No match
L5aECsy-GzA,디지털성폭력 N년차 피해자가 신분세탁을 선택한 이유 | 씨리얼 사회탐구,feminism,sexual_violence,high,high,"The video discusses the experiences of digital sexual violence victims, emphasizing their stories and the need for dialogue, which aligns with feminist advocacy against sexual violence.",feminism,
yB0q7qWH2RA,"대체 페미니즘이 뭐길래? | 페미니즘 이야기, 그 첫 번째",feminism,gender_conflict_discourse,medium,high,"The video discusses feminism and its complexities, indicating a mixed stance on the ideology while focusing on gender conflict and discourse surrounding feminism.",ambiguous,No match
gGVosWv_EsE,77-year-old pervert tricks young women into becoming 'God's bride'｜Sex cult JMS｜True Crime Korea,neutral,sexual_violence,medium,high,"The video discusses a true crime case involving manipulation and exploitation, which relates to sexual violence, but does not explicitly advocate for or against any ideology.",neutral,
AbN25aFygww,"""여자는 남자 말에 대꾸하지마"" 혐오 표현이 학교 내 놀이 문화? (자막뉴스) / SBS",feminism,gender_conflict_discourse,high,high,"The video discusses the impact of misogynistic expressions in school culture, highlighting the need for awareness and change, which aligns with feminist discourse on gender equality and the critique of patriarchal norms.",feminism,
-9pAnKMFDeA,대한민국에서 여성으로 산다는 건? 장안의 화제 '이지혜 게임' 직접 해봤다!,neutral,other,high,high,The video discusses a game related to family gatherings without addressing gender-related issues or ideologies.,neutral,
7BkLJuyDevs,[Weekly 인문학] 페미니즘이 뭔데요? 인문학으로 배우는 페미니즘,feminism,gender_conflict_discourse,high,high,"The video discusses the development and theories of feminism, indicating a supportive stance towards feminist ideas and addressing gender-related discourse.",feminism,
8UK6tbQklvY,이 여성이 바다 위에서 먹은 알약의 정체는? | 세탁소의 여자들 #2,feminism,other,high,medium,"The video discusses abortion, which aligns with feminist discourse on women's autonomy and reproductive rights, but the specific topic is not clearly defined within the provided categories.",feminism,
Mvn_TwAwf34,"[PEOPLE] Women's views on feminism,MBC 다큐스페셜 20190729",feminism,gender_conflict_discourse,high,high,"The video discusses women's views on feminism, indicating a supportive stance towards feminist ideas and addressing gender-related discourse.",feminism,
dE_6PnByKgo,A High School Girl Was Murdered and Sealed in Concrete | Gimhae Case,neutral,other,high,high,The video discusses a true crime case without engaging in gender-related discourse or ideological positions on gender issues.,neutral,
eLf4b-vZqYE,가정 폭력 가해자들이 '때릴 수 있는' 이유,feminism,sexual_violence,high,high,"The video discusses the reasons behind domestic violence, emphasizing the choice of perpetrators to commit violence against the vulnerable, which aligns with feminist discourse on addressing and understanding violence against women.",feminism,
WvX4hDBkFiE,"(Kor, Chi) 최초공개 자이언티의 고백, 자기비하의 끝에서 배운 나를 사랑하는 법 | 자이언티 뮤지션, 스탠다드프렌즈 대표 | #연민 #성장 #가수 | 세바시 1993회",neutral,other,high,high,The video discusses personal growth and self-love without a clear stance on gender-related issues.,neutral,
pdLHk6SZPIo,"🍲 지도앱 없이, 체력도 없이 음식 배달 하기 🎂ㅣ EP.26ㅣ텤도 없는 것들",neutral,other,high,high,"The video discusses a non-gender-related topic about food delivery without technology, which does not align with any gender discourse.",neutral,
WzLBg9xpsfM,"(Kor, Eng, Jp)페미니스트와 사이좋게 지내는 법 | 손희정 '페미니즘 리부트', '성평등' 저자 | 행복 평등 페미 여혐 | 세바시 1009회",feminism,gender_conflict_discourse,high,high,"The video discusses the author's identity as a feminist and addresses misconceptions about feminists, indicating a supportive stance towards feminism and gender equality.",feminism,
G2OFnCfqGf8,"EP04. 페미니스트와 남성, 친구가 될 수 있을까? | 앰네스티 특별기획 시리즈",feminism,gender_conflict_discourse,high,high,"The video discusses the relationship between feminists and men, exploring the necessity of feminism for both genders, which aligns with feminist discourse and gender conflict themes.",feminism,
V-986gyFiKI,짧은 머리에 20대인 비혼주의 여성?…페미니스트도 결혼할까 | #밀실,feminism,dating_marriage,high,high,"The video discusses a woman's journey to understanding feminism and her experiences with marriage and societal expectations, indicating a feminist perspective on dating and marriage.",feminism,
m-o4psmnF_8,[20대 연구소] 왜 20대 여성은 페미니즘을 이야기하나?(full ver.),feminism,gender_conflict_discourse,high,high,"The video discusses why young women talk about feminism, indicating a supportive stance towards feminist discourse and addressing gender-related issues.",feminism,
DOuv8Uc53Qo,"(Kor, Eng, Jpn) 페미니스트로 행복하게 살기 | 치마만다 응고지 아디치에 '보라색 히비스커스' 저자 | 행복 평등 페미니즘 | 세바시 1083회",feminism,gender_conflict_discourse,high,high,"The video features a prominent feminist speaker discussing issues related to feminism, gender equality, and social change, indicating a strong feminist ideology and a focus on gender-related discourse.",feminism,
oYu-OXyMEk4,"Women drugged, filmed by K-pop stars? What really happened in the Burning Sun Club｜True Crime Korea",neutral,sexual_violence,medium,high,"The video discusses a true crime case involving drugging and filming women, which relates to sexual violence, but does not explicitly advocate for or against any ideology.",neutral,
7FURpcE-JzE,"남성 페미니스트, 행복하세요? [히포시토크-1]",feminism,gender_conflict_discourse,high,high,"The video discusses male feminists and their perspectives, aligning with feminist discourse and the HeForShe campaign, which aims to address gender inequality.",feminism,
SGjJnFNRlN0,[악마의 대리인] 여자는 안 해? 숙직은 남자만? 여성 공무원 숙직에 대한 찬반토론,neutral,electoral_generational_conflict,high,high,"The video discusses the debate around female public servants' duty to work night shifts, presenting both sides without a clear ideological stance, focusing on gender equality in the workplace.",neutral,
UkSL7oyX_48,[드랍더이슈] 트랜스젠더🏳‍🌈를 쫓아낸 페미니스트? 숙대서 트랜스젠더가 쫓겨난 진짜 이유 (feat. 타이미) / YTN,anti_feminism,gender_conflict_discourse,high,high,"The video discusses the expulsion of a transgender woman from a university, attributing the action to feminists, which aligns with anti-feminist sentiments and highlights gender conflict.",anti_feminism,
aOYwJjO_V_M,까칠 남녀 - 2018 페미니즘- 당신의 페미니즘을 찾아서_#003,feminism,gender_conflict_discourse,high,high,"The video discusses feminism and social issues related to gender discrimination, indicating a clear feminist stance and focusing on gender conflict discourse.",feminism,
2BPxHzUeVkg,[책꼽문] 최초로 페미니즘 사상을 정립한 사람은?,feminism,gender_conflict_discourse,high,high,"The video discusses the establishment of feminist thought, indicating a clear support for feminist ideology and engaging in gender-related discourse.",feminism,
FWPAsbNrsuU,Wife or Monster? Upset Wife Can Be Dangerous: Korea's Most Notorious Psycho Woman｜Go Yujeong,neutral,other,medium,high,"The video appears to focus on a true crime story without a clear stance on gender-related issues, making it neutral in ideology and unrelated to specific gender discourse topics.",neutral,
gMpFERW-L1g,[자막뉴스] 트럼프에 가차없는 직격... 신랄한 일침 쏟아지는 미 공화당 / YTN,neutral,other,high,high,"The video discusses political commentary regarding Trump's actions and opinions on international relations, which does not pertain to gender-related discourse.",neutral,
yAMabYGU6h0,Learn Igbo: We Are | The Margin the Ledger Could Not Read | Igbo Daily Drops Ep.71 Week 15,neutral,other,high,high,"The video focuses on teaching the Igbo language and discussing cultural identity, which does not relate to gender-related discourse.",neutral,
#NAME?,The Most EVIL Middle-Schoolers In South Korea That Got Away With Murder,neutral,other,high,high,The content does not discuss gender-related issues or ideologies; it focuses on a crime story involving middle-schoolers.,neutral,
J3rODkK_gCQ,어서오세요 탈코의 방으로 : 1편 [108호 입주자],feminism,beauty_norms_grooming,high,high,"The video discusses a project related to women's rights and includes hashtags associated with feminism and the 탈코르셋 (脱corset) movement, which challenges beauty norms.",feminism,
qGZkmUMW_TM,Korea can be a TERRIBLE place for women to live｜Dating Violence in Korea,feminism,sexual_violence,high,high,"The title and description indicate a focus on the challenges women face in Korea, particularly related to dating violence, which aligns with feminist discourse on women's rights and safety.",feminism,
oBIo2AyjNMo,낙관적 허무주의,neutral,other,high,high,The title and description do not indicate any gender-related discourse or ideology; they focus on general content about nihilism and support for the channel.,neutral,
p-N3-Q8WyfU,"How Gen Z and TikTok are changing the way we speak - The Global Story podcast, BBC World Service",neutral,other,high,high,"The video discusses language change driven by social media and generational differences, which does not directly relate to gender-related discourse.",neutral,
8OYbPNO3cnc,페미니즘의 역사(50분 순삭 ver),feminism,gender_conflict_discourse,high,high,"The video discusses the history of feminism, which aligns with feminist ideology and addresses gender-related discourse.",feminism,
uhFgbyypehc,"South Korea's underground tattoo scene: The women defying the law - BBC 100 Women, BBC World Service",feminism,beauty_norms_grooming,high,medium,"The video discusses women tattoo artists challenging societal norms and legal restrictions, highlighting issues of vulnerability and harassment, which aligns with feminist discourse. The topic also touches on beauty norms related to tattoos.",feminism,
rSqxxUXTkfU,[단독] '피해자 최소 12명' 서울대에서 집단 성범죄‥피의자 모두 '서울대' (2024.05.20/뉴스데스크/MBC),feminism,sexual_violence,high,high,"The video discusses a serious case of collective sexual crimes at a prestigious university, highlighting the issue of sexual violence and its impact on victims, which aligns with feminist discourse advocating for awareness and change regarding sexual violence.",feminism,
xBT9fkOYrv4,이어달리기 31화 l 도전 이어벨! 우리에게도 계보가 있다! with 이민경 작가,feminism,other,high,medium,"The content discusses women's history and feminist themes, indicating a strong feminist ideology, but the specific topic is more about historical context rather than a direct gender-related issue.",feminism,
x287A2V9UB4,"[성공예감 별책부록] 팩폭 뒤에 숨은 차별, 납작한 말의 시대 ⟪납작한 말들⟫ - 오찬호 작가",neutral,other,medium,high,"The content appears to discuss language and communication without a clear stance on gender-related issues, making it neutral and unrelated to specific gender discourse topics.",neutral,
#NAME?,"【오찬호 사회학자 50분 풀버전】 모든 사람이 ‘OOO’할 때, 차별없는 진짜 평등사회일 수 있다 | #어쩌다어른 #사피엔스 | CJ ENM 180613 방송",neutral,other,medium,high,"The video features a sociologist discussing insights on equality without a clear feminist or anti-feminist stance, making it neutral in ideology. The topic does not directly relate to gender discourse but rather to broader societal insights.",neutral,
bKbo8Rr5Y_0,"""제발 버티지 마세요"" 송길영이 작심하고 경고하는 2026년 생존법 | 송길영 마인드 마이너, '시대예보: 경량문명의 탄생' 저자 | AI 미래 동기부여 | 세바시 2064회",neutral,other,high,high,The video discusses the future of society and AI without a clear stance on gender-related issues.,neutral,
I8oSZyU6hKo,"[시선집중] 교실에서 유행하는 '계집신조', 성교육 법제화가 필요한 이유 - 유승민 작가[6분집중], MBC 250512 방송",feminism,gender_conflict_discourse,high,high,"The video discusses the need for sexual education legislation in the context of gender issues and mentions terms related to misogyny and gender conflict, indicating a feminist perspective.",feminism,
xKtqMDX3uAE,"무너진 청년 민심, 2030은 정말 보수로 갔나 | 인사이트30",neutral,electoral_generational_conflict,high,high,"The video discusses the political sentiments of the younger generation (2030) without taking a clear stance on feminism or anti-feminism, focusing instead on their political alignment.",neutral,
InmSMUSYKAY,"[알릴레오 북's 44회] 다른 세상을 향한 연대 / 페미니즘 교차하는 관점들 - 권김현영, 박정훈",feminism,gender_conflict_discourse,high,high,"The video discusses feminist perspectives and solidarity, indicating a clear support for feminist ideology and addressing gender-related discourse.",feminism,
6m1NYkF6a_M,"""여성안심귀갓길 없앴다"" 자랑하더니 관악구 흉악범죄 속출에 '역풍' [뉴스.zip/MBC뉴스]",anti_feminism,sexual_violence,high,high,"The video discusses the reduction of safety measures for women, which implies a criticism of feminist initiatives aimed at improving women's safety, thus aligning with anti-feminist ideology. The topic relates to sexual violence due to the focus on safety in the context of rising crime rates.",anti_feminism,
IbprY3fx3jg,"백지원 ""선관위서 조사받았다...모멸감 느낀 5시간 30분"" [엄튜브]",neutral,electoral_generational_conflict,high,high,"The video discusses an investigation by the election commission and the political implications, which relates to electoral issues without a clear feminist or anti-feminist stance.",neutral,
cRb6OAdUxSM,우리 자녀들이 함께 살아갈 더 나은 세상에 대하여  | 이나영 중앙대학교 사회학과 교수 | 성장 자기계발 동기부여 | 세바시 1287회,feminism,gender_conflict_discourse,high,high,"The video discusses gender conflicts and the challenges parents face in raising children in a gender-divided society, indicating a feminist perspective on improving societal conditions.",feminism,
kWo7fnvZ13w,Her Body Melted Into the Couch While He Lived His Life,neutral,other,high,high,"The content does not engage in gender-related discourse and appears to focus on a true crime story, which is unrelated to the specified topics.",neutral,
9EEf5jFgQT4,"부모가 곁에 있어서 더 불행 할 수 있습니다. ""부모를 미워해도 괜찮아요."" 【오은영 박사의 감정 테라피🕯】",neutral,other,high,high,"The content discusses emotional therapy related to parental relationships, which does not directly engage with gender-related discourse.",neutral,
T3OxApzN9oc,"(Kor, Jpn)우리 영화가 더 재미있으려면 | 이다혜 씨네21 기자 | 영화 다양성 평등 | 세바시 1230회",feminism,other,high,medium,"The video discusses the lack of diversity in Korean cinema and how it relates to gender equality, aligning with feminist ideas, but it does not focus on a specific gender-related topic.",feminism,
1FCWOCEGlis,"[LIVE] 5.18 성폭력 피해, 진실에서 회복으로 [시사용광로] I 2026년 5월 14일",feminism,sexual_violence,high,high,"The video discusses the experiences of victims of sexual violence related to the 5.18 incident, which aligns with feminist discourse on addressing and recovering from sexual violence.",feminism,
jFKnk_UNjx8,나는 페미니스트 입니다,feminism,gender_conflict_discourse,high,high,"The title and description clearly identify the content as related to feminism and women's rights activism, indicating a strong feminist ideology and a focus on gender-related discourse.",feminism,
o8ARA3Mhr2Y,"jbj 아기 도장: 막도장, 타원 인감, 전서체, 사슴, 핑크퐁 스탬프 후기",neutral,other,high,high,The video discusses product reviews and shopping without any gender-related discourse.,neutral,
30dKS39GnXg,"2006 Cheongju Curling Iron Case -  Real Story Behind ""The Glory""",neutral,other,high,high,"The video discusses a specific case unrelated to gender-related discourse, focusing instead on a true crime story.",neutral,
J9ta0iRKexU,허팝 악플읽기 : 악플10만개 돌파하다...,neutral,other,high,high,"The video discusses online comments and negativity without a clear stance on gender-related issues, making it neutral and unrelated to gender discourse.",neutral,
DfrMCmdaLzA,"Korean husband abuses American wife, abducts her child in Korea | Courtney’s Story",feminism,sexual_violence,high,high,"The video discusses domestic abuse faced by a woman, highlighting issues of gender-based violence and the struggle for women's rights and support.",feminism,
UBiISKpjt1Q,삭발 브이로그,neutral,other,high,high,"The video discusses a personal experience with shaving one's head, which does not engage in gender-related discourse or advocate for any ideological stance.",neutral,
AYdoIdnOVt4,꾸미지 않을 자유…1020 '탈 코르셋' 선언 (2018.06.09/뉴스투데이/MBC),feminism,beauty_norms_grooming,high,high,"The title and description reference '탈코르셋' (脱コルセット), which relates to rejecting beauty standards and makeup, aligning with feminist discourse on autonomy and self-expression.",feminism,
Oyus6N4elwM,내가 탈코르셋을 지지 VS 비판하는 이유 [끝간사람] (2/4),feminism,beauty_norms_grooming,medium,high,"The video presents contrasting views on the 탈코르셋 movement, making the ideological stance unclear, while it clearly discusses beauty norms and grooming.",ambiguous,No match
nGjHJ2ZXwhE,Husband's Sexual Obsession Ends 3-Month Marriage in Murder,feminism,sexual_violence,medium,high,"The video discusses a true crime story involving a marriage that ended in murder, which relates to sexual violence but does not explicitly advocate for or against any ideology.",neutral,No match
rPrvvj78uSY,The North Korean women who had to escape twice - BBC News,feminism,sexual_violence,high,high,"The video discusses the trafficking of North Korean women into the sex industry, highlighting issues of victimization and exploitation, which aligns with feminist concerns about sexual violence and women's rights.",feminism,
4Sq-yQDx-as,[K-페미] 탈코 유튜버들이 사는 법 (feat. 악플 재벌🚨),feminism,beauty_norms_grooming,high,high,"The video discusses the experiences of YouTubers who promote 탈코 (taking off the corset), which aligns with feminist ideals of challenging beauty norms and advocating for women's autonomy.",feminism,
Av-kCDQIf50,아빠에게 커밍아웃 했어요,neutral,other,medium,high,"The video discusses coming out to parents, which is a personal experience and does not explicitly align with feminist or anti-feminist ideologies. The topic is not directly related to gender discourse but rather personal identity.",neutral,
zRzuj4gy9HY,Do you trust your Korean plastic surgeon?｜Kwon Dae-hee case,neutral,other,high,high,The video discusses a specific case of medical malpractice related to plastic surgery without taking a clear stance on gender-related issues or feminist discourse.,neutral,
broFFZqzsp4,드레스 입겠다는 남자아이에게 유치원 선생님이 한 말 | 씨리얼 사회탐구,feminism,gender_conflict_discourse,high,high,"The video discusses gender equality education in kindergartens, addressing stereotypes and the need for such education, which aligns with feminist principles.",feminism,
5wVEfBEPK1E,청소년들에게 하고 싶은 거 하라고 시간 주고 돈 줬더니 생긴 일,neutral,other,high,high,The video discusses youth issues and the importance of understanding their current needs without a clear gender-related discourse.,neutral,
r78s4-fCJ5M,법은 왜 여성을 이렇게 대해왔을까 | 씨리얼 사회탐구,feminism,sexual_violence,high,high,"The video discusses legal issues related to women's rights, including abortion laws and sexual violence cases, highlighting systemic issues in the legal treatment of women.",feminism,
HwtwaLvKggo,탈코르셋 운동은 강요? 비판과 반론들 [끝간사람] (3/4),feminism,beauty_norms_grooming,medium,high,"The video discusses the 탈코르셋 movement, presenting both supportive and critical perspectives, making the ideology ambiguous. The focus on societal beauty standards aligns it with beauty norms and grooming.",ambiguous,No match
6LGciQK_eR4,MSc_Data_Science_ML_REACH4,neutral,other,high,high,The title and description do not provide any information related to gender discourse or ideology.,neutral,
2xwIxb4sRGI,"SNS에 실시간으로 올라오는 성매매 광고, 신고해보았다",feminism,sexual_violence,high,high,"The video discusses reporting sex trafficking ads and highlights the exploitation structure, aligning with feminist advocacy against sexual violence.",feminism,
1821EfKXCaI,동덕여대 사태에서 보는 K-페미니즘의 현실 [백지원의 백발백중 시즌2┃매주 목 오후 2시 방송],anti_feminism,gender_conflict_discourse,high,high,"The video discusses the reality of K-feminism in the context of a specific incident at Dongduk Women's University, which suggests a critical stance towards feminism, aligning with anti-feminist discourse.",anti_feminism,
S3NTksDLxXs,가해자만 주목 받고 피해자는... 이게 뭐예요? #N번방,feminism,sexual_violence,high,high,"The video discusses the importance of supporting victims of digital sexual crimes, emphasizing the need for recovery and support, which aligns with feminist advocacy against sexual violence.",feminism,
7H49WjmfWQA,"""성매매, 공급이 있으니까 수요가 있는 건데?""  [H.I.M.] #3 당신이 남긴 질문",feminism,sexual_violence,high,high,"The video discusses the issue of sexual exploitation and victimization, emphasizing support for victims and addressing societal questions about supply and demand in the context of sexual violence, which aligns with feminist advocacy.",feminism,
VAm5akxYnNA,페미니즘 | 올바른 교육을 실천하는 교사-연합 강의 20/01/31 | 이정훈교수 강의,anti_feminism,gender_conflict_discourse,high,high,"The content criticizes feminism and discusses its perceived negative impact on education and society, indicating an anti-feminist stance.",anti_feminism,
EHB0vz0_5fI,비혼주의자는 외롭게 늙어 죽을 거라고요? - '낀낀세대' 40대 싱글로 산다는 것 [후일담],neutral,dating_marriage,medium,high,"The video discusses the experiences of single individuals in their 40s regarding marriage and non-marriage, presenting various opinions without a clear ideological stance.",neutral,
5Hb20TZzcug,"XX가 나댄다, 독하다. 이런 말 들어본 적 있나요? l 워크우먼 | 씨리얼 시선",feminism,dating_marriage,high,medium,"The video discusses societal pressures and cultural norms that affect women's ambitions and roles in the workplace, aligning with feminist discourse on gender equality and women's empowerment.",feminism,
uUplfLWq8hA,이 손가락이 그렇게 불편하세요?,anti_feminism,gender_conflict_discourse,high,high,"The video discusses a controversy surrounding a hand gesture associated with feminism, framing the backlash against it as absurd and criticizing the reactions of companies and media, which aligns with anti-feminist sentiments.",anti_feminism,
kUjX-X1DMkc,"Ep39 ""강요된 시선 여자답게, 남자답게"" 사회학자 오찬호",feminism,gender_conflict_discourse,medium,medium,"The title suggests a discussion on gender roles, but the lack of description makes the stance unclear.",neutral,No match
4XqQVKPNr3s,까칠 남녀 - 혐오전쟁: 반격의 서막_#003,feminism,gender_conflict_discourse,high,high,"The video discusses the rise of hatred between genders and social issues related to gender discrimination, indicating a clear focus on gender conflict discourse.",gender_conflict_discourse,No match
YCDLheckOh0,"영영페미니스트를 위한 웹툰, 영화, 책, 예능! 권김현영X이길보라",feminism,other,high,medium,"The content promotes feminist cultural recommendations, indicating a strong feminist ideology, but the topic is more about cultural content rather than a specific gender-related discourse.",feminism,
jzztSUo8bmE,"남들 눈치 보느라 지친 나, 인정받으려 애쓰는 나, 언제쯤 벗어날 수 있을까요? | 박상미 인생질문 280회",neutral,other,medium,high,"The video discusses personal struggles with social perception and self-acceptance, which does not directly engage with gender-related discourse.",neutral,
N_NaQ8WKC_0,(Kor) 문단 내 성폭력 : 가해자의 이름은 하나가 아니다 | 오빛나리 고양예고 문예창작과  졸업생 모임 ‘탈선’ 대표 | 강의 강연 영상 듣기 | 세바시 856회,feminism,sexual_violence,high,high,"The video discusses sexual violence within the literary community and aims to expose and prevent such acts, aligning with feminist advocacy against patriarchal structures.",feminism,
JaTmPk30R2I,[법률톡톡]'무고죄' 입증 방법과 형량은?!|무고죄|무고죄처벌|고소|미필적고의|경제사건|김안나변호사|법률톡톡|매일경제TV,neutral,other,high,high,The content appears to focus on legal aspects of false accusations without a clear ideological stance on gender issues.,neutral,
cM22FQe6LuI,"성폭행 피소부터 무고 자백까지...이진욱, 악몽의 15일 / YTN (Yes! Top News)",anti_feminism,sexual_violence,high,high,"The video discusses a case of false accusations related to sexual violence, emphasizing the consequences of such claims and portraying the accused in a sympathetic light, which aligns with anti-feminist narratives.",anti_feminism,
iRFIE1uXIp4,성범죄 무고 고소를 당하면 실제로 겪게 되는 현실,anti_feminism,sexual_violence,high,high,"The video discusses the negative consequences faced by individuals falsely accused of sexual crimes, which aligns with anti-feminist narratives that often emphasize male victimization in the context of sexual violence allegations.",anti_feminism,
